CountryID,Country,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017
276,Germany,...,...,...,...,...,...,...,...,...,...,20556732,...,21743228,...,23823844,...,19046940,...,21098396,...,20521108,...,21499052,...,,,,,,,,,,,,,,,,,,,,,,,,
300,Greece,...,...,...,...,...,...,...,...,...,...,292650,...,186785,...,157014,...,108202,...,108104,...,115015,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
312,Guadeloupe,...,...,...,...,...,...,...,...,...,...,...,...,...,4385,9048,...,...,...,...,15804,17603,13917,17233,...,,,,,,,,,,,,,,9,9,,,,,10,10,10,10,
320,Guatemala,...,...,...,...,...,...,...,0,0,376,833,732,709,846,917,3600,304970,10204,6324.899902,10276.08008,20363.63086,1366.51001,4883.629883,12363.62988,,,,,,,,,,,,,,,,,,,,,,,,
348,Hungary,...,...,...,...,...,...,...,...,...,...,325032,...,1179859,...,449610,...,373999,...,376810,...,372580,...,341660,...,,,,,,,,,,,,,,,,,,,,,,,,
352,Iceland,...,...,...,...,...,...,...,...,...,...,11000,...,...,...,135100,...,7927,...,11639,...,36250,...,47852,...,,,,,,,,,,,,,,,,,,,,,,,,
356,India,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7174779,,,,,,,,,,,,,,,,,,,,,,,,
368,Iraq,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15546,...,...,...,...,20622,...,...,,,,,,,,,,,,,,,,,,,,,,,,
372,Ireland,...,...,...,...,...,...,...,...,...,...,122734,...,190951,...,192782,...,266742,...,69111,...,86518,...,78411,...,,,,,,,,,,,,,,,,,,,,,,,,
380,Italy,...,...,...,...,...,...,...,...,...,...,2885110,...,2926159,...,3277345,...,3106766,...,3258267,...,3574305,...,3648542,...,,,,,,,,,,,,,,,,,,,,,,,,
388,Jamaica,...,...,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,8435,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
400,Jordan,...,...,...,...,...,...,...,...,...,73616.70313,33431.89844,48623.80078,16120.09961,...,1293804.375,108403.3984,61962.10156,1230440.625,...,1258978,48852,...,...,...,,,,,,,,,,,,,,,"11,12",11,11,11,,,,,,
398,Kazakhstan,...,...,...,...,...,...,...,...,...,...,28404118,17450440,60856496,283727872,369855040,106067768,85282656,108102072,126843584,175721440,131607696,86369280,53210292,399558048,,,,,,,,,,,,,,,,,,,,,,,,
404,Kenya,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38120.39844,,,,,,,,,,,,,,,,,,,,,,,,"13,14"
417,Kyrgyzstan,...,339,191,1477107,32,275,4011426,35,39,5327,307,1555,1258,7909705,3006,19342756,187180.7969,82317.14063,53942.76953,3131828.75,4983976,4936829.5,4058328.5,5086267,,,,,,,,,,,,,,,,,,,,,,,15,15
428,Latvia,...,...,...,...,...,...,...,...,...,...,57791,...,52242,...,67877,...,54193,...,41749,...,43376,...,20492,...,,,,,,,,,,,,,,,,,,,,,,,,
422,Lebanon,...,...,...,...,3945,...,...,108218,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,16,,,,,,,,,,,,,,,,,,,
440,Lithuania,...,...,...,...,...,...,...,...,...,...,38081,...,28101,...,19927,...,48853,...,70246,...,55457,...,61179,...,,,,,,,,,,,,,,,,,,,,,,,,
442,Luxembourg,...,...,...,...,...,...,...,...,...,...,34375,...,130189,...,46734,...,3272,...,1992,...,37843,...,45926,...,,,,,,,,,,,,,,,,,,,,,,,,
450,Madagascar,...,...,...,...,...,...,...,...,...,...,...,...,...,45957,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
458,Malaysia,...,...,...,...,...,540152.5,344550.3438,420198,460866.5938,460865.75,469584.0625,548916.125,1103457,1138839.5,1304898.75,1705308,1040159.188,1091710.5,817562.375,783410.375,806295.375,592461.75,2729617.5,1990983.625,,,,,,,,,,,,,,,,,,,,,,,,
470,Malta,...,...,...,...,...,...,...,...,...,...,0,...,0,...,327,...,437,...,501,...,439,...,477,...,,,,,,,,,,,,,,,,,,,,,,,,
474,Martinique,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3756,...,8525,...,...,...,...,...,...,...,,,,,,,,,,,,,,,9,,,,,,,,,
480,Mauritius,...,...,...,...,...,...,...,...,...,71,48,107,22,3980,2811.679932,3435.449951,2823.659912,2860.399902,2798.209961,3156.307617,3427.150391,4734.63623,4314.419922,4883.348145,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.7399902,268.5,284.5400085,344.7399902,166.1999969,,,,,,,,,,,,,,,,,,,,,,,,
528,Netherlands,...,...,...,...,...,...,...,...,...,...,1810306,...,4595694,...,4032092,...,3799827,...,4443090,...,4495506,...,5305777,...,,,,,,,,,,,,,,,,,,,,,,,,
562,Niger,...,...,...,...,...,...,...,...,...,...,503000,554000,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
807,North Macedonia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6201,...,152966,...,681070,...,3763,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
578,Norway,...,...,...,...,...,...,...,...,...,...,1010921,...,1256645,...,1337680,...,1560099,...,1013027,...,1483338,...,1380511,...,,,,,,,,,,,,,,,,,,,,,,,,
591,Panama,173.172699,217.9332428,...,...,...,290.5,281.4100037,763.5700073,1363.670044,1689.530029,1509.920044,1547.109985,1775.170044,1181.869995,1682.910034,2338.300049,3037.100098,3094.699951,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
608,Philippines,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2109772,254484.5938,4595184.5,444358.9063,6638380,962400.75,1582496.375,603470.625,2363934,,,,,,,,,,,,,,,,,,,,,,,,
616,Poland,...,...,...,...,...,...,...,...,...,...,1575748,...,2277779,...,1624573,...,1577966,...,1434985,...,1876577,...,1391428,...,,,,,,,,,,,,,,,,,,,,,,,,
620,Portugal,...,...,...,...,...,...,...,...,...,...,1898715,...,3363875,...,289216,...,330978,...,444199,...,466197,...,490956,...,,,,,,,,,,,,,,,,,,,,,,,,
498,Republic of Moldova,191575,1991,2138,1650,2233,2456,2375,1902,3140,3936,2220,1211,1607,3562,1874,1593,964,1273,1007,1512,1289,1254,2831,7616,,,,,,,,,,,,,,,,,,,,,,,,
642,Romania,...,...,...,...,...,...,...,...,...,...,1697100,...,867602,...,259924,...,431080,...,620287,...,500394,...,348386,...,,,,,,,,,,,,,,,,,,,,,,,,
638,Réunion,...,...,...,7760,...,...,9786,...,...,...,...,...,...,...,...,...,...,...,...,15548,16076,19240,24663,...,,,,,,,,,,,,,,,,,,,,10,10,10,10,
662,Saint Lucia,...,...,...,...,...,...,...,...,...,...,384,294,115,90,64,175,146,70,63,1771,2707,2632,1715,1644,,,,,,,,,,,,,,,,,,,,,,,,
670,Saint Vincent and the Grenadines,...,...,...,...,...,...,...,...,0.150000006,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
686,Senegal,...,...,...,...,...,81957,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
688,Serbia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8392001,10070112,11181849,12801404,14429107,16560253,13493549,16558589,...,...,,,,,,,,,,,,,,,,,,,,,,,,
703,Slovakia,...,...,...,...,...,...,...,...,...,...,439390,...,367801,...,355772,...,223808,...,199393,...,201819,...,171035,...,,,,,,,,,,,,,,,,,,,,,,,,
705,Slovenia,...,...,...,...,...,...,...,...,...,...,99042,...,87308,...,116326,...,100898,...,73702,...,91696,...,76726,...,,,,,,,,,,,,,,,,,,,,,,,,
710,South Africa,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9626309,...,,,,,,,,,,,,,,,,,,,,,,,,
724,Spain,...,...,...,...,...,...,...,...,...,...,3667222,...,3722628,...,3362069,...,2743636,...,2420583,...,2321536,...,2118455,...,,,,,,,,,,,,,,,,,,,,,,,,
275,State of Palestine,...,...,...,...,...,...,5016,...,...,6151.200195,4570.799805,5674.799805,5113.200195,8466,11886,14422.7998,4080,...,4512,...,4572,...,...,...,,,,,,,17,,,18,18,18,18,"18,19",18,18,18,,18,,18,,,
752,Sweden,...,...,...,...,...,...,...,...,...,...,1167606,...,653046,...,996222,...,769746,...,1123393,...,1092814,...,1331975,...,,,,,,,,,,,,,,,,,,,,,,,,
760,Syrian Arab Republic,...,...,...,...,...,...,...,...,...,46,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
788,Tunisia,...,...,...,...,...,...,...,151000,150200,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
792,Turkey,...,...,...,...,...,...,...,...,...,...,1230874,...,64704,...,1163682,...,2583622,...,3571001,...,6487595,...,7679429,...,,,,,,,,,,,,,,,,,,,,,,,,
804,Ukraine,...,3396433,3050891,3242961,2365007,2038508.5,2150033,2944207,2436571,2124032,1956227,1885095,1968906,2062766,2022268,1175756,965559,751700,702154,557169,417342,399712,447499,412281,,,,,,,,,,,,,,,,,,,,,,,,
784,United Arab Emirates,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,284332,324553,343974.2813,341423.1563,304699.25,358893.4688,309029.4063,...,...,,,,,,,,,,,,,,,,,,,,,,,,
826,United Kingdom of Great Britain and Northern Ireland,...,...,...,...,...,...,...,...,...,...,4734457,...,3425653,...,3313993,...,1973446,...,1912805,...,1895828,...,1931003,...,,,,,,,,,,,,,,,,,,,,,,,,
834,United Republic of Tanzania,14.10000038,...,...,...,...,...,...,...,...,...,4,5.400000095,5.519999981,6.449999809,32.96500015,35.56000137,44.0320015,46.16500092,49.13000107,53.09500122,54.68399811,53.34999847,...,...,20,,,,,,,,,,20,20,20,20,20,20,20,20,20,21,21,21,,
860,Uzbekistan,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38464.60156,39390.30078,40369.30078,42834.89844,,,,,,,,,,,,,,,,,,,,,22,22,22,22
894,Zambia,...,...,...,...,...,...,49800,...,...,...,...,80000,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
